Year,TM,real_team_id,PITCHERS,IP,SO_v_l,BB_v_l,HIT_v_l,OB_v_l,TB_v_l,HR_v_l,BP_v_l,DP_v_l,SO_v_r,BB_v_r,HIT_v_r,OB_v_r,TB_v_r,HR_v_r,BP_v_r,DP_v_r,HO,ENDURANCE,FIELD,BK,WP,BAT_B,STL,SPD,rml_team_id
2015,LAN,15,"Greinke,Z",223,26,6,7.1,13.1,9.8,0.4,0,7,32,0,7.2,7.2,11.9,1,0,7,-2,S(7*),'1-13,0,7,7NR-A,D,14,21
2015,ATN,3,"Grilli,J",34,51,10,14.2,24.2,27.2,0,0*,0,44,4,14.1,18.1,30.6,1.6,3*,0,-2,R(1) C(6),'3-42,0,13,1WR-C,E,10,7
2015,CHN,7,"Grimm,J",50,59,18,0.2,18.2,0.8,0.2,0*,0,46,21,6.2,27.2,15.5,1.8,1*,3,9,R(1) C(2),'5-30,0,20,1WR-C,E,10,24
2015,KCA,13,"Guthrie,J",148,7,7,32.4,39.4,58.8,6.5,8,0,4,6,27.5,33.5,38,2,4,0,-2,S(6) R(4),'2-10,0,5,2WR-B,E,14,25
2015,CLA,9,"Hagadone,N*",27,37,7,21,28,30.5,1,1,2,19,16,19.2,35.2,27.3,2.2,3,2,-1,R(1),'3- 0,0,15,1WL-C,E,10,25
2015,OAA,21,"Hahn,J",97,13,3,25.6,28.6,32,0,0,12,12,8,3.7,11.6,5.7,0,0,12,-3,S(6),'2-15,0,16,1WR-C,E,13,23
2015,CON,10,"Hale,D",78,22,3,24.7,27.7,48.4,3.6,5,8,11,4,27,31,51.2,3.6,4,5,5,S(5) R(3),'4- 0,0,20,1WR-A,E,10,25
2015,TOT,1,"Hamels,C*",212,23,12,11.6,23.5,18.9,0.4,0,7,33,5,14.3,19.3,24.1,2.2,2,7,5,S(7*),'3-14,7,9,2WL-C,E,14,24
2015,CHN,7,"Hammel,J",171,33,6,13.6,19.6,29.1,1.6,1,10,29,2,16.7,18.7,37,3.8,5,9,2,S(5),'3-17,0,13,2WR-B,E,12,6
2015,MMN,16,"Hand,B*",93,33,4,14.6,18.5,22.8,0,0,9,5,10,35.1,45.1,50.3,2.2,5,8,1,S(5) R(3),'2- 0,0,4,1WL-A,E,12,22
2015,TOT,1,"Happ,J*",172,35,0,24.1,24.1,36.3,0,0,7,19,6,17.4,23.4,26.3,1.4,3,7,-1,S(6),'4-17,0,7,1WL-B,E,12,9
2015,PHN,22,"Harang,A",172,0,11,22,33,38.3,2.2,2,7,17,2,23,25,42.8,3.4,4,7,-2,S(6),'5-17,0,4,2WR-B,E,12,18
2015,DEA,11,"Hardy,B*",61,17,12,17.5,29.5,22.5,0,0,0,31,7,24.1,31,45.7,0,0,0,-2,R(1),'3- 0,0,18,1WL-C,E,10,2
2015,TOT,1,"Haren,D",187,18,3,21.7,24.7,49.8,6.3,8,9,13,2,13.6,15.6,27.4,2.4,3,7,-3,S(6),'4- 0,0,5,1WR-B,E,12,19
2015,HOA,12,"Harris,W",71,31,7,1.8,8.9,7.3,1.8,3*,3,33,11,2.8,13.8,10.3,2,2*,3,5,R(1) C(1),'2- 0,0,6,1WR-C,E,10,12
2015,NYN,20,"Harvey,M",189,36,5,8.7,13.7,18.3,3.2,5,5,30,0,12.6,12.6,18,0,0,8,0,S(6),'3-15,0,4,6NR-D,E,10,1
2015,LAN,15,"Hatcher,C",39,33,28,2.7,30.7,10.5,2.6,4*,7,40,0,22.3,22.3,36.8,0.8,1,8,3,R(1) C(2),'3- 0,0,17,1WS-C,E,10,23
2015,TOT,1,"Hawkins,L",39,33,2,24.5,26.5,42,2.6,4,7,14,0,27.3,27.3,31.7,0,0,6,3,R(1) C(1),'3- 0,0,5,1WR-C,E,10,1
2015,LAA,14,"Heaney,A*",106,29,0,16.7,16.7,22.8,0,0,7,13,7,17.2,24.2,29,1.4,2,7,-2,S(6),'3- 0,0,8,1WL-D,E,10,2
2015,ARN,2,"Hellickson,J",146,18,7,20.9,27.9,36.1,1.8,3,2,21,6,18.5,24.5,40,3.4,6,2,0,S(5),'3-20,0,7,3WR-A,E,13,27
2015,CHN,7,"Hendricks,K",180,26,6,18.1,24.1,38,3.6,5,10,28,4,14.7,18.7,19,0,0,8,-1,S(5),'2- 0,2,3,1WR-D,E,10,12
2015,TOA,30,"Hendriks,L",65,37,1,24.3,25.3,35.3,0,0,0,38,0,14.4,14.4,15.8,0,0,1,5,R(2),'4- 0,0,14,1WR-C,E,10,14
2015,ARN,2,"Hernandez,D",34,25,14,17.6,31.6,29.7,0.6,0,7,30,6,16.5,22.5,40.4,7,8,9,-2,R(1),'4-44,0,6,1WR-C,E,10,14
2015,SEA,26,"Hernandez,F",202,21,10,11.4,21.4,24.2,2,3,8,37,6,14.9,20.9,20.2,1.6,3,7,3,S(7*),'2-15,0,11,1WR-C,E,10,24
2015,HOA,12,"Hernandez,R",85,0,10,21.9,31.9,33.8,0,0,11,15,4,25,29,47.8,3,4,11,7,S(6) R(3),'4- 0,0,2,1WR-C,E,12,3
2015,KCA,13,"Herrera,K",70,26,18,2,20,3.2,0.4,0,0,29,5,18.4,23.4,25.4,1,1,0,8,R(1),'3- 0,0,13,1WR-C,E,10,1
2015,SFN,25,"Heston,C",178,12,14,19.4,33.4,35.5,2.6,5,11,25,7,18.4,25.4,26.3,0,0,12,-2,S(6),'2-33,2,6,3WR-A,E,10,23
2015,KCA,13,"Hochevar,L",51,39,6,22.4,28.4,41,1.6,2,0,20,10,15.4,25.4,29.4,3.2,6,0,4,R(1) C(0),'3- 0,0,13,1WR-C,E,10,20
2015,TEA,29,"Holland,D*",59,36,3,18.2,21.2,27.9,1.6,2,11,12,6,14.7,20.7,36.6,4.5,8,13,-5,S(6),'3-24,0,3,1WS-C,E,10,18
2015,KCA,13,"Holland,G",45,28,27,15.4,42.3,23.4,0,0,2,39,15,14.6,29.5,23,0,0,4,-2,R(1) C(6),'1- 0,0,20,1WR-C,E,10,27
2015,CIN,8,"Hoover,J",64,13,10,11.4,21.4,32.2,3.2,3*,7,30,25,3,28,9.7,0.8,0*,6,-4,R(1) C(0),'5-23,0,10,1WR-C,E,10,18
2015,LAN,15,"Howell,J*",44,27,6,15.1,21.1,15.1,0,0,12,15,8,30.8,38.8,39.8,2.4,3,12,9,R(1) C(0),'2- 0,7,15,1WL-C,E,10,13
2015,ARN,2,"Hudson,D",68,37,15,12.3,27.3,25.8,1.6,1*,0,26,6,21.4,27.4,30.3,1.8,2,0,4,R(1) C(3),'2-22,0,16,1WR-C,E,10,20
2015,SFN,25,"Hudson,T",124,0,14,30.4,44.4,36.3,0.4,1,12,13,2,20.9,22.9,29.9,2.8,5,12,-3,S(6) R(3),'3- 0,0,7,6NR-A,E,12,13
2015,PIN,23,"Hughes,J",67,4,4,25.2,29.2,31.2,0,0,12,7,8,24.4,32.3,30.1,0,0,12,4,R(1),'4-22,0,9,1WR-B,E,10,6
2015,MNA,18,"Hughes,P",155,7,0,20.6,20.6,34.3,3.2,6,5,12,0,24.5,24.5,50.8,4.5,8,8,-1,S(6) R(3),'3- 0,0,0,1WR-D,E,10,27
2015,TOT,1,"Hunter,T",60,23,0,23.5,23.5,40,3,3,5,17,7,19.9,26.9,24.9,1.2,1,4,9,R(2) C(0),'3- 0,0,7,1WR-C,E,10,13
2015,TOA,30,"Hutchison,D",150,20,7,20.6,27.6,32.4,2,3,4,22,6,34.6,40.6,54.4,2.8,3,2,5,S(5) R(3),'2- 0,0,9,1WL-C,E,13,14
2015,CIN,8,"Iglesias,R",95,18,7,22,29,38.6,1,1,6,51,8,6.1,14.1,16.1,2.8,4,2,-4,S(6) R(3),'3-30,9,4,1WR-D,E,10,22
2015,SEA,26,"Iwakuma,H",130,22,0,19.1,19.1,31.3,2.2,4,8,24,3,9.4,12.4,23.3,3.2,5,8,-2,S(6),'2- 0,0,1,1WR-B,E,10,20
2015,TOT,1,"Jackson,E",56,18,21,3.8,24.8,5.8,0,0*,9,15,6,16.4,22.4,27.9,1.2,2,9,1,R(2) C(0),'4-26,7,20,1WR-C,E,14,3
2015,LAN,15,"Jansen,K",52,64,0,4.3,4.3,12.4,2.2,3*,0,66,4,3.8,7.8,10.5,2.3,3*,0,5,R(1) C(6),'4-28,0,0,1WS-C,E,10,2
2015,WAN,31,"Janssen,C",40,20,0,9.9,9.9,19.5,0.8,1,2,11,0,21.1,21.1,46,3.4,6,3,-2,R(1),'2- 0,0,5,1WR-C,E,10,11
2015,MLN,17,"Jeffress,J",68,28,2,21.6,23.6,30.7,0.8,1,12,31,8,14.4,22.5,18.7,1,0,12,-3,R(1) C(0),'4-42,12,13,1WR-C,E,10,11
2015,CHA,6,"Jennings,D*",56,19,9,21.6,30.6,23.4,0,0,5,22,8,13.6,21.7,16.8,0,0,5,-3,R(2),'4-51,0,15,1WL-C,E,10,14
2015,TOT,1,"Jepsen,K",70,23,15,11.9,26.9,16.1,1.4,2,0,26,9,2.3,11.3,4.7,0,0,2,0,R(1) C(4),'3-42,0,16,1WR-C,E,10,15
2015,BAA,4,"Jimenez,U",184,29,10,11.5,21.5,24.3,2.6,2,5,20,11,25.6,36.6,32.2,0.6,0,5,9,S(6),'4- 8,0,6,2WR-C,E,10,27
2015,TOT,1,"Johnson,J",67,27,2,28.8,30.8,28.8,0,0,12,8,9,28.1,37.1,37.5,1.8,2,12,6,R(1) C(3),'4-22,0,9,1WR-C,E,10,25
2015,MLN,17,"Jungmann,T",119,24,13,17,30,24.8,0,0,4,26,12,9.7,21.7,21.3,2.4,3,4,8,S(6),'3-12,0,15,5WR-B,E,10,13
2015,CON,10,"Kahnle,T",33,24,27,19.7,46.7,32.3,0,0,1,32,34,7.9,41.9,21.1,2.8,3*,0,-2,R(1) C(1),'4- 0,0,18,1WR-C,E,10,15
2015,TBA,28,"Karns,N",147,35,16,16.3,32.3,20.4,0.2,0,0,23,6,12.3,18.3,27.4,4.3,8,2,8,S(5),'4-10,0,20,6NR-B,E,10,11
2015,TOT,1,"Kazmir,S*",183,5,2,23.1,25.1,43.9,3.2,6,6,28,11,10.4,21.5,17.5,1.2,1,6,-1,S(6),'5-51,4,5,2WL-C,E,10,11
2015,TEA,29,"Kela,K",60,23,17,19.8,36.8,21.6,0.6,1,8,49,2,9.4,11.4,16.9,0,0,10,9,R(1) C(0),'4- 0,5,20,1WR-C,E,10,6
2015,SDN,24,"Kelley,S",51,54,0,10.5,10.5,26.3,2.4,3,0,39,11,9.6,20.6,9.6,0,0,0,-2,R(2),'4-28,0,0,1WR-C,E,10,24
2015,BOA,5,"Kelly,J",134,22,8,17.3,25.3,28.7,0.2,1,4,16,13,23.8,36.8,34.8,2.4,4,4,0,S(6),'2-43,0,14,1WR-D,E,13,13
2015,CON,10,"Kendrick,K",142,10,11,25.3,36.3,53.1,4.5,6,10,1,4,23.5,27.5,47.3,4.8,8,10,-1,S(5),'2-20,0,5,6NR-B,E,14,25
2015,SDN,24,"Kennedy,I",168,37,6,14.6,20.6,40.7,4.3,7*,3,26,8,16.5,24.5,39.8,3.6,6,0,1,S(6),'4- 0,2,6,1WR-B,E,12,5
2015,LAN,15,"Kershaw,C*",233,56,0,10.6,10.6,19.8,2,3,0,48,3,7.9,10.9,10.1,0.2,0,0,-6,S(7*),'2- 6,6,9,1WL-D,E,14,13
2015,HOA,12,"Keuchel,D*",232,34,0,6.6,6.6,11.4,1,0,9,29,5,13.4,18.4,18.6,1,0,9,-3,S(7*),'1- 6,0,9,1WL-B,E,14,10
2015,SDN,24,"Kimbrel,C",59,49,16,2.7,18.7,8,1.2,2*,4,62,6,2.5,8.5,8.5,2,3*,4,9,R(1) C(6),'4-24,0,16,1WR-C,E,10,24
2015,CLA,9,"Kluber,C",222,36,5,21.6,26.6,37.3,1.4,2,6,43,0,9.5,9.5,18.1,1.8,2,9,3,S(7*),'3- 0,2,6,1WR-D,E,13,22
2015,MLN,17,"Knebel,C",50,42,10,9.4,19.4,26.5,3.4,5*,5,35,8,15.5,23.5,36.5,3,3*,6,1,R(1),'3- 0,0,4,1WR-C,E,10,16
2015,MMN,16,"Koehler,T",187,19,12,16.9,28.9,26.9,3.2,7,10,12,13,19.4,32.3,32.3,0.6,1,10,0,S(6),'3-38,0,1,1WR-A,E,10,23
2015,SFN,25,"Kontos,G",73,13,0,13.3,13.3,32.3,5.5,8,7,10,0,12.4,12.4,19.7,1.2,3,7,5,R(2),'2- 0,0,9,1WR-B,E,10,4
2015,DEA,11,"Krol,I*",28,19,23,25,48,35.8,1.2,2,4,22,18,18.4,36.5,35,3.4,6,8,-1,R(1),'4-51,0,0,1WL-C,E,10,25
2015,STN,27,"Lackey,J",218,9,8,16.8,24.8,24.5,2.2,3,12,30,1,15.2,16.2,21.4,1,1,12,1,S(7*),'4-13,5,4,1WR-C,E,10,23
2015,CIN,8,"Lamb,J*",50,17,16,28.8,44.8,67.3,6.5,8,2,32,10,24.9,34.9,37.2,2,3,2,0,S(5),'3- 0,0,0,1WL-D,E,10,17
2015,TOT,1,"Latos,M",116,19,4,24.2,28.2,40.1,2.4,4,1,25,8,18.8,26.8,33.1,1.2,3,0,9,S(5) R(3),'4-12,3,20,5WR-A,E,13,5
2015,BOA,5,"Layne,T*",48,35,17,0.9,18,1.1,0,0*,2,17,21,23.7,44.7,35.7,0,0,2,0,R(1) C(0),'4- 0,0,4,1WL-C,E,10,25
2015,TOT,1,"Leake,M",192,10,3,20.9,23.9,32.5,2.4,3,12,13,7,13.2,20.2,24.8,1.6,2,8,-3,S(6),'2- 8,4,7,6NR-A,E,15,6
2015,CHN,7,"Lester,J*",205,36,1,18.7,19.7,31.1,1.8,2,6,30,5,16.1,21.1,28.5,1.2,0,6,9,S(7*),'5-21,0,9,1WL-B,E,12,21
2015,TEA,29,"Lewis,C",205,9,1,21.2,22.2,35.4,1.8,3,3,20,4,18.1,22.1,29,2.2,4,2,1,S(6*),'5- 7,0,5,1WR-C,E,10,23
2015,LAN,15,"Liberatore,A*",30,27,5,18.4,23.5,35.4,0.8,1,5,31,0,11.9,11.9,24.4,3,5,5,6,R(1),'3- 0,0,7,1WL-C,E,10,25
2015,SFN,25,"Lincecum,T",76,19,13,12.1,25.1,16.6,0,0,8,15,19,23.9,42.9,37.1,2.2,5,8,9,S(5),'4- 0,0,14,2WL-C,E,14,3
2015,PIN,23,"Liriano,F*",187,30,11,9.1,20.1,14.2,1.2,2,9,35,11,12.6,23.6,19.1,1,2,6,0,S(6),'2- 8,2,12,6NL-C,E,10,1
2015,DEA,11,"Lobstein,K*",64,12,13,17.5,30.5,27,0,0,8,0,8,32.5,40.5,51.5,2.8,5,8,-2,S(6) R(4),'4- 0,6,6,1WL-C,E,10,21
2015,PIN,23,"Locke,J*",168,0,8,25.3,33.3,36.3,2.6,5,4,20,9,21.1,30.1,29.4,0.8,1,3,0,S(6),'4- 0,0,6,1WL-B,E,13,9
2015,CON,10,"Logan,B*",35,40,16,15.2,31.2,16.4,0,0,0,29,11,27.5,38.5,42.5,3,4,0,-2,R(1),'3- 0,0,17,1WR-C,E,10,25
2015,MLN,17,"Lohse,K",152,17,8,21,29,41.3,3.6,4,4,10,3,27.5,30.5,45.8,4.5,5,4,-1,S(6) R(3) C(1),'2-10,0,6,4WR-D,E,14,25
2015,SFN,25,"Lopez,J*",39,19,8,0,8,0,0,0*,12,4,18,11.8,29.8,27.5,0,0*,12,-2,R(1),'2- 0,0,6,1WL-B,E,10,10
2015,CIN,8,"Lorenzen,M",113,15,19,29.5,48.5,52.9,3.6,3,0,10,10,20.5,30.5,39.3,2.8,3,2,0,S(5) R(3),'2- 0,0,7,4WR-A,E,14,16
2015,TOA,30,"Loup,A*",42,33,0,27.1,27.1,39.4,0,0,2,28,4,20.2,24.2,40.1,4.8,7,3,0,R(1),'3- 0,0,0,1WL-C,E,10,25
2015,TOT,1,"Lowe,M",55,35,5,22.8,27.8,29.8,1,1,6,44,2,7.8,9.8,14.1,0.6,0,11,-1,R(1) C(0),'2- 0,0,8,1WL-C,E,10,17
2015,CON,10,"Lyles,J",49,14,20,24,44,34.5,0,0,12,3,0,25.5,25.5,30,0,0,12,5,S(6),'3-30,0,8,1WR-D,E,14,18
2015,STN,27,"Lynn,L",175,16,15,17.9,32.9,31.9,2,3,4,35,7,17.4,24.4,21.8,0,0,4,-2,S(6),'4-17,0,2,2WR-C,E,13,19
2015,STN,27,"Lyons,T*",60,31,12,10.9,22.9,29.4,5.3,8,5,27,2,17.7,19.7,36.2,4.8,8,5,4,S(5) R(4),'4-51,0,15,2WS-C,E,10,14
2015,TOT,1,"Machi,J",58,14,14,7.9,22,15.2,1.6,4,1,13,9,25,34.1,51.9,2.8,6,1,-1,R(1) C(3),'2- 0,0,11,1WR-C,E,12,25
2015,KCA,13,"Madson,R",63,28,2,12.4,14.4,19.3,1,0,5,31,5,10.8,15.8,20.3,1.4,2,5,0,R(1) C(2),'2- 0,0,3,1WL-C,E,10,9
2015,STN,27,"Maness,S",63,6,0,42.2,42.2,51.8,0,0,11,19,0,24.1,24.1,40.8,3.8,6,10,-1,R(1) C(2),'2- 0,0,6,1WR-D,E,10,27
2015,CLA,9,"Manship,J",39,14,3,15.3,18.3,27,0,0,12,38,11,0,11,0,0,0*,12,-1,R(2),'3- 0,0,0,1WR-C,E,10,9
2015,ATN,3,"Marksberry,M*",23,25,17,7.3,24.3,17,0,0,4,8,27,24,51,55.5,4.3,7,2,-1,R(1),'4-51,0,20,1WL-C,E,10,18
2015,STN,27,"Martinez,C",180,26,13,15.9,28.9,26.4,1.6,2,7,37,6,15.4,21.3,17.9,0,0,7,-2,S(6) R(4),'2-16,2,9,2WR-C,E,13,12
2015,TEA,29,"Martinez,N",125,8,10,10.5,20.5,17.1,0.8,1,8,8,10,22.1,32.2,39.1,2.6,5,8,0,S(6) R(3),'3-46,0,6,1WL-D,E,13,16
2015,TOT,1,"Mattheus,R",56,8,0,37.5,37.5,50.2,0,0,6,11,16,21.3,37.3,24.3,0,0,6,9,R(1),'4-51,5,20,1WR-C,E,10,21
2015,BAA,4,"Matusz,B*",49,53,0,4.8,4.8,14.4,3.2,4,6,21,22,12.4,34.5,21.6,0,0,4,-3,R(1),'3- 0,0,9,1WL-C,E,10,13
2015,SDN,24,"Maurer,B",51,37,2,2.7,4.7,3.9,0,0*,4,2,13,13.8,26.8,22.3,1,2,4,3,R(1),'4-28,0,4,1WR-C,E,12,13
2015,MNA,18,"May,T",115,25,5,24.4,29.4,35.7,0.6,0,0,31,1,20.8,21.8,38.4,2.4,3,0,2,S(6) R(3),'3-26,0,7,1WR-C,E,10,4
2015,CLA,9,"McAllister,Z",69,40,4,18.4,22.4,21.6,0,0,0,40,9,17.2,26.2,27.7,2.8,5,0,2,R(1) C(0),'5-42,0,9,1WR-C,E,10,14
2015,HOA,12,"McCullers,L",126,42,6,11.6,17.6,21.3,0,0,6,23,13,16.3,29.3,30.6,1.4,2,6,-3,S(6),'4-11,3,14,1WL-C,E,10,3
2015,BAA,4,"McFarland,T*",40,16,2,19.5,21.5,25.7,0.2,0,6,1,11,36.5,47.5,51.2,1.8,3,6,-3,R(2),'3- 0,0,15,1WL-C,E,10,25
2015,TBA,28,"McGee,J*",37,35,2,8,10,18.8,3.6,6,0,56,3,8.3,11.3,11.9,0,0,0,-1,R(1) C(3),'3- 0,0,6,1WL-C,E,10,19
2015,HOA,12,"McHugh,C",204,24,5,15.3,20.3,22.3,0.8,1,2,20,5,26.4,31.4,36.5,1.4,1,2,-1,S(6*),'2- 7,0,5,1WR-D,E,10,9
2015,PIN,23,"Melancon,M",77,36,2,0,2,0,0,0*,12,14,0,22.9,22.9,31.7,0.8,2,13,-6,R(1) C(6),'2-19,0,9,1WR-C,E,10,22
2015,BOA,5,"Miley,W*",194,15,5,16.6,21.6,31.9,0.8,2,4,16,10,19.5,29.5,32.7,1,1,4,-6,S(6*),'1- 7,2,11,1WL-C,E,12,16
2015,NYA,19,"Miller,A*",62,71,7,0,7,0,0,0*,0,63,10,3.3,13.3,8.7,1.8,1*,0,-2,R(1) C(6),'3-24,0,7,1WL-C,E,10,9
2015,CON,10,"Miller,J",33,39,16,5.8,21.8,11.5,0,0*,1,41,8,6.1,14.1,17,1.8,1*,1,3,R(1) C(0),'2- 0,0,14,1WR-B,E,10,17
2015,ATN,3,"Miller,S",205,15,7,20.5,27.5,31.9,1.2,2,6,27,11,12.4,23.4,19.4,0,0,5,2,S(6*),'3-35,3,5,1WR-A,E,10,1
2015,MNA,18,"Milone,T*",129,23,9,7.5,16.5,15.5,2,2,5,13,5,15.8,20.8,31.4,3,4,5,-1,S(6) R(3) C(0),'2- 0,0,4,1WL-D,E,10,7
2015,SEA,26,"Montgomery,M*",90,16,14,26.5,40.5,44,1.4,1,10,12,11,12.9,23.9,23.9,2.2,3,9,-3,S(6),'3- 0,0,20,1WL-C,E,10,25
2015,TBA,28,"Moore,M*",63,0,7,19,26,38.1,3.8,7,9,22,10,29.1,39.1,42.3,1.6,3,6,0,S(5),'4-23,0,20,1WL-B,E,10,19
2015,KCA,13,"Morales,F*",62,17,3,10.9,13.9,19,0,0,8,9,5,26.9,31.9,46,0.8,1,8,-4,R(1),'1-23,14,20,1WL-C,E,12,14
2015,PHN,22,"Morgan,A*",84,1,8,12.4,20.4,20,2.2,3,4,9,0,24.9,24.9,48.4,4.1,4,3,-1,S(6),'3- 0,4,5,1WL-D,E,10,17
2015,LAA,14,"Morin,M",35,38,0,23.4,23.4,27.7,0.6,0,0,40,5,21,26,38.1,1.2,1,0,4,R(1) C(0),'4-40,0,0,1WR-C,E,10,25
2015,MMN,16,"Morris,B",63,11,7,28.3,35.3,43.7,0,0,11,17,18,19.6,37.6,19.6,0,0,13,1,R(1) C(0),'3-23,0,6,1WL-C,E,10,16
2015,PIN,23,"Morton,C",129,19,9,25.5,34.5,46.7,2,3,12,12,3,17,20,24.8,0.8,2,12,4,S(6),'4-23,2,2,1WR-B,E,12,11
2015,CHN,7,"Motte,J",48,13,0,25,25,41.1,3.6,6,0,16,0,17,17,26.3,0,0,0,-3,R(1) C(4),'3- 0,0,9,1WR-C,E,10,22
2015,TOT,1,"Mujica,E",47,16,0,27,27,48.5,6,8,11,9,0,18.8,18.8,33.8,5,8,12,9,R(1) C(0),'2-51,20,4,1WR-C,E,10,25
2015,MLN,17,"Nelson,J",177,20,11,23.8,34.8,39.7,2.4,3,11,22,10,7.3,17.3,12.1,1.2,0,11,9,S(6),'4- 8,2,14,1WR-A,E,10,15
2015,PHN,22,"Neris,H",40,27,16,18.7,34.7,35.7,0,0,3,34,0,12.4,12.4,37.8,7.8,8,3,-2,R(2),'4-51,0,17,1WR-C,E,10,25
2015,HOA,12,"Neshek,P",55,35,5,22.7,27.7,38.5,1.2,2,2,25,3,10.4,13.4,25.8,3.6,5,0,-4,R(1) C(0),'4-26,0,3,1WS-C,E,10,11
2015,LAN,15,"Nicasio,J",58,14,26,27.8,53.8,47.3,0,0,3,41,10,14.9,24.9,26.8,0,0,4,8,R(2) C(0),'4-24,0,7,1WR-C,E,13,15
2015,MMN,16,"Nicolino,J*",74,0,5,27.6,32.6,36.6,1,2,12,0,5,21.4,26.4,40.1,2.2,5,12,-4,S(6),'3- 0,0,6,1WL-B,E,13,4
2015,NYN,20,"Niese,J*",177,13,1,28.2,29.2,40.3,2.2,3,5,9,9,19.4,28.4,29.1,2,2,5,-5,S(6) R(3),'1- 8,0,1,2WL-C,E,14,27
2015,PHN,22,"Nola,A",78,5,5,26.5,31.5,39.5,2,3,4,37,5,12.5,17.5,26.3,3.4,3,5,1,S(5),'3- 0,0,0,1WR-C,E,10,24
2015,TOT,1,"Norris,B",83,22,10,26.2,36.2,52,3.6,4,2,11,10,22.4,32.5,43.5,2.6,5,3,1,S(5) R(3),'3-35,0,4,1WR-D,E,10,21
2015,TOT,1,"Norris,D*",60,13,13,16.9,29.9,48.4,6.8,8,2,19,7,12.8,19.8,27.8,1.8,3,3,5,S(5),'2- 0,0,11,7NL-C,E,10,3
2015,NYA,19,"Nova,I",94,0,10,26.9,36.9,45.1,2.6,4,4,27,9,12.4,21.4,27,1.6,1,4,6,S(6),'5-31,0,11,1WR-C,E,10,17
2015,TOT,1,"Nuno,V*",89,43,0,13.3,13.3,20.9,0.4,0,6,21,5,19.5,24.5,40,4.3,8,4,0,S(5) R(3),'2-16,9,7,2WL-D,E,10,27
2015,CON,10,"Oberg,S",58,23,13,18.9,31.9,28.8,2.6,3,11,11,21,17.3,38.3,38.5,3.6,6*,11,-2,R(1) C(0),'2- 0,6,20,1WR-C,E,10,18
2015,BAA,4,"O'Day,D",65,36,8,9.1,17.1,17.2,1.2,1,4,55,1,8.1,9.1,9.9,0.6,0,5,1,R(1) C(2),'4- 0,0,0,1WR-C,E,10,13
2015,TBA,28,"Odorizzi,J",169,34,1,16.3,17.3,29.6,0,0,2,14,13,12.3,25.4,29.2,3.6,6,0,2,S(6),'4- 0,2,6,1WR-D,E,10,22
2015,TOT,1,"O'Flaherty,E*",30,24,14,28.7,42.7,32.7,0,0,0,0,15,38.5,53.5,69.1,2,2,0,2,R(1),'3- 0,0,5,1WL-C,E,10,25
2015,BOA,5,"Ogando,A",65,20,8,12.8,20.8,24.6,0.8,1*,4,20,16,12.9,29,39,6.3,8,3,-1,R(1),'4-44,11,2,1WR-C,E,10,25
2015,SFN,25,"Osich,J*",29,28,8,13.4,21.4,24.2,2.8,6,0,20,4,10.6,14.6,25.8,3.8,8,0,-1,R(1),'4-50,0,16,1WL-B,E,10,3
2015,PHN,22,"O'Sullivan,S",71,0,5,37.8,42.8,86.7,12,8,4,4,1,29,30,46,1.8,1,6,1,S(5),'3- 0,0,8,1WR-C,E,10,25
2015,TOA,30,"Osuna,R",70,31,3,11.3,14.3,27.4,1.4,2*,2,48,4,5.9,9.9,16.3,1.6,1*,2,0,R(1) C(5),'3- 0,0,17,1WR-C,E,10,20
2015,OAA,21,"Otero,D",47,14,0,30.4,30.4,50.5,4.1,8,6,4,0,33.3,33.3,54.9,2,3,7,-3,R(2),'3- 0,0,4,1WR-C,E,10,25
2015,BOA,5,"Owens,H*",63,17,20,20.6,40.6,35.2,4.8,8,0,18,9,14.5,23.4,25.6,1.2,1,2,2,S(5),'4- 0,6,14,1WL-C,E,10,24
2015,TOT,1,"Papelbon,J",63,26,3,16.1,19.1,27.7,3.8,7,7,27,0,8.9,8.9,17.1,0,0,9,4,R(1) C(6),'4-46,6,0,1WR-C,E,10,22
2015,NYN,20,"Parnell,B",24,0,37,22.6,59.6,34.6,0,0,8,6,18,28.1,46.1,28.1,0,0,11,-1,R(1) C(0),'4-51,0,20,1WR-C,E,10,25
2015,CIN,8,"Parra,M*",32,20,2,26.5,28.5,48.7,1,1,6,10,0,23.7,23.7,25.5,0.6,0,6,0,R(1),'2- 0,0,7,1WL-C,E,10,25
2015,SEA,26,"Paxton,J*",67,12,24,25,49,37.8,2.4,4,4,21,9,11.4,20.4,17.9,1.6,2,3,3,S(5),'4- 0,0,16,1WL-C,E,10,17
2015,SFN,25,"Peavy,J",111,20,5,8.8,13.8,22.3,2.8,6,6,11,3,25.6,28.6,40,0.6,2,5,3,S(6),'3-13,3,3,6NR-A,E,10,19
2015,MNA,18,"Pelfrey,M",165,6,16,25.7,41.7,35.1,0.8,0,12,4,0,28,28,33.3,0,0,12,-2,S(5),'3- 0,0,6,3WR-C,E,10,22
2015,LAN,15,"Peralta,J",29,21,8,12.6,20.6,14.3,0.6,1,2,20,3,18.8,21.8,50.7,9.1,8,2,2,R(1) C(2),'4- 0,0,7,1WR-D,E,10,25
2015,MLN,17,"Peralta,W",109,4,2,28.3,30.3,52.2,3.2,3,10,7,14,24.3,38.3,35.8,1.4,1,9,0,S(6),'3-26,3,9,1WR-C,E,10,15
